name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset,method,serving_basis
고구마줄기나물,나물·숙채류,50.0,97.0,473.0,1.65,5.77,1.64,7.46,13,음식,분석,가정식 분석
고구마튀김,튀김류,166.5,253.0,148.0,7.72,33.8,2.72,11.87,5,음식,분석,산업체 급식
고기만두,면 및 만두류,382.0,99.0,148.0,0.06,14.13,6.1,1.63,4,음식,산출,산업체 급식
고둥류,어패류 및 기타 수산물,,111.0,256.0,,6.58,17.23,1.24,44,원재료성식품,분석,
고들빼기,채소류,,29.0,34.0,,5.8,1.6,0.5,2,원재료성식품,분석,
고들빼기김치,김치류,50.0,71.0,605.0,4.4,11.52,3.0,1.38,3,음식,분석,가정식 분석
고등어,수산가공식품류,,223.0,237.0,0.0,2.0,18.0,16.0,227,가공식품,수집,
고등어구이,구이류,200.0,179.0,235.0,0.0,3.6,12.71,12.18,12,음식,산출,가정식 분석
고등어류,어패류 및 기타 수산물,,114.0,305.0,0.0,0.0,15.6,4.46,31,원재료성식품,수집,
고등어조림,조림류,152.5,108.0,411.0,3.73,4.9,8.36,6.07,13,음식,분석,산업체 급식
고등어찌개,찌개 및 전골류,451.8,100.0,431.0,1.23,4.27,8.15,5.62,3,음식,분석,산업체 급식
고등어찜,찜류,191.0,92.0,159.0,1.02,3.21,8.6,4.88,2,음식,산출,산업체 급식
고등어튀김,튀김류,,126.0,262.0,0.08,2.29,6.2,9.68,3,음식,산출,
고디국(다슬기맑은국),국 및 탕류,300.0,17.0,96.0,0.23,1.58,1.4,0.71,3,음식,산출,산업체 급식
고래고기,육류,,111.0,78.0,0.0,0.0,26.5,0.5,1,원재료성식품,수집,
고량주,주류,,355.0,1.0,0.0,0.0,0.0,0.0,1,가공식품,분석,
고려엉겅퀴(곤드레),채소류,,40.0,0.0,0.0,6.32,3.8,0.92,3,원재료성식품,분석,
고령자용 영양조제식품,특수영양식품,,395.0,240.0,15.0,66.0,15.0,9.0,6,가공식품,수집,
고로쇠나무,기타,,5.0,0.0,1.08,1.44,0.0,0.02,1,원재료성식품,분석,
고리매,해조류,,14.0,,,4.65,1.35,0.25,1,원재료성식품,분석,
고비,채소류,,28.0,1.0,2.09,6.41,1.72,0.13,5,원재료성식품,분석,
고사리,채소류,,22.0,0.0,0.2,3.8,2.9,0.17,4,원재료성식품,분석,
고사리나물,나물·숙채류,82.4,56.0,1301.0,0.38,4.89,3.7,3.14,4,음식,산출,산업체 급식
고사리나물무침,나물·숙채류,50.0,90.0,441.0,0.5,6.28,3.78,5.52,1,음식,분석,가정식 분석
고수(향채),채소류,,33.0,5.0,,5.6,4.6,0.2,1,원재료성식품,분석,
고추,채소류,,29.0,1.0,1.8,6.42,1.71,0.19,13,원재료성식품,분석,
고추냉이,채소류,,103.0,1.0,,23.7,2.9,0.5,3,원재료성식품,분석,
고추씨기름,식용유지류,5.0,898.0,0.0,0.0,0.0,0.0,100.0,10,가공식품,수집,표시기준 1회 섭취참고량
고추잡채,볶음류,400.0,168.0,199.0,4.77,22.5,6.76,5.62,4,음식,분석,산업체 급식
고추장,장류,10.0,225.0,2440.0,21.0,45.0,6.0,2.0,608,가공식품,수집,표시기준 1회 섭취참고량
고추장볶음,볶음류,54.6,376.0,1604.0,14.39,33.35,9.1,24.52,3,음식,산출,산업체 급식
고추장아찌,장아찌·절임류,15.0,124.0,2026.0,11.38,31.49,2.39,0.63,1,음식,분석,표시기준 1회 섭취참고량
고추장아찌 무침,생채·무침류,37.6,62.0,697.0,4.8,13.91,1.5,0.9,1,음식,산출,산업체 급식
고추장찌개,찌개 및 전골류,400.0,56.0,138.0,1.08,4.17,5.26,2.13,2,음식,산출,외식 레시피
고추전,전·적 및 부침류,104.6,183.0,241.0,1.45,11.34,8.61,11.48,2,음식,분석,외식 레시피
고추조림,조림류,80.0,111.0,779.0,7.1,13.4,3.3,4.9,5,음식,분석,산업체 급식
고추튀김,튀김류,65.5,202.0,249.0,2.3,14.6,7.6,12.6,4,음식,분석,산업체 급식
고춧가루,조미식품,,369.0,18.0,11.0,57.0,15.0,9.0,107,가공식품,수집,
고춧가루 양념장,"장류, 양념류",115.0,140.0,1416.0,1.95,14.39,5.9,7.19,4,음식,산출,산업체 급식
고춧잎,채소류,,45.0,4.0,0.0,8.49,5.07,0.32,4,원재료성식품,분석,
고춧잎나물,나물·숙채류,70.0,101.0,420.0,0.45,12.51,6.9,4.21,4,음식,산출,산업체 급식
고춧잎나물무침,나물·숙채류,90.0,88.0,797.0,1.51,7.14,4.41,4.69,1,음식,분석,가정식 분석
고형차,음료류,,380.0,120.0,4.1,92.0,1.7,0.6,768,가공식품,수집,
곡물빵,과자류·빵류 또는 떡류,70.0,265.0,310.0,3.0,47.0,9.0,4.8,549,가공식품,수집,표시기준 1회 섭취참고량
곤달비,채소류,,32.0,3.0,1.02,5.51,2.81,0.64,2,원재료성식품,분석,
곤드레나물밥,밥류,210.0,149.0,26.0,0.0,28.26,2.94,2.71,1,음식,분석,표시기준 1회 섭취참고량
곤드레밥,밥류,500.0,87.0,118.0,0.18,17.09,2.09,0.97,5,음식,산출,산업체 급식
곤약(구약나물),감자 및 전분류,,7.0,2.0,0.0,3.18,0.08,0.01,4,원재료성식품,분석,
곤약무침,생채·무침류,75.0,83.0,119.0,1.12,3.62,0.7,7.7,1,음식,산출,외식 레시피
곤약조림,조림류,122.9,43.0,336.0,2.05,7.17,1.1,1.99,4,음식,산출,산업체 급식
곤충가공식품,동물성가공식품류,,216.0,52.0,0.0,5.1,23.8,11.2,15,가공식품,수집,
골든세이지,조미료류,,385.0,60.0,,73.6,1.6,9.3,1,원재료성식품,분석,
골뱅이,수산가공식품류,,79.0,523.0,5.4,7.8,10.7,0.5,38,가공식품,수집,
골뱅이무침,생채·무침류,230.0,109.0,281.0,3.57,18.91,5.01,1.47,9,음식,분석,가정식 분석
곰취,채소류,,32.0,2.0,0.49,5.87,2.64,0.53,4,원재료성식품,분석,
곰치국,국 및 탕류,250.0,42.0,380.0,0.28,2.39,5.43,1.18,1,음식,분석,표시기준 1회 섭취참고량
곰탕,국 및 탕류,475.0,25.0,225.0,0.33,2.6,2.37,0.6,7,음식,분석,가정식 분석
곱창구이,구이류,150.0,184.0,1315.0,1.11,4.71,14.89,11.73,1,음식,분석,가정식 분석
곱창볶음,볶음류,230.0,235.0,520.0,3.67,16.33,17.2,11.13,3,음식,분석,가정식 분석
곱창전골,찌개 및 전골류,570.0,140.0,320.0,1.08,8.65,5.79,9.11,5,음식,분석,외식 레시피
공심채,채소류,,17.0,26.0,0.5,3.1,2.2,0.1,2,원재료성식품,수집,
곶감,과일류,,219.0,1.0,27.0,58.93,1.76,0.07,1,원재료성식품,분석,
과·채당절임,절임류 또는 조림류,25.0,322.0,6.0,53.03,79.02,1.22,0.1,577,가공식품,수집,표시기준 1회 섭취참고량
과·채음료,음료류,208.0,48.1,9.6,9.62,11.54,0.0,0.0,3202,가공식품,수집,표시기준 1회 섭취참고량
과·채주스,음료류,208.0,41.3,4.8,9.23,10.0,0.38,0.0,6601,가공식품,수집,표시기준 1회 섭취참고량
과ㆍ채주스,음료 및 차류,,35.6,1.9,7.6,8.72,0.13,0.02,228,음식,수집,
과실주,주류,,54.0,35.0,0.0,0.8,0.0,0.0,8,가공식품,수집,
과일,과일류,,43.0,18.0,7.07,,0.47,,1,음식,수집,
과일가공품,농산가공식품류,30.0,83.0,2.0,16.92,20.77,0.77,0.08,2801,가공식품,수집,표시기준 1회 섭취참고량
과일샐러드,생채·무침류,135.7,75.0,37.0,4.79,6.74,0.38,5.49,4,음식,산출,산업체 급식
광어 매운탕,찌개 및 전골류,600.0,63.0,55.0,0.77,2.94,8.9,1.74,2,음식,산출,산업체 급식
괴도라치,어패류 및 기타 수산물,,74.0,,0.02,0.02,17.2,0.1,1,원재료성식품,분석,
구기자,채소류,,50.0,2.0,0.78,7.05,6.27,1.08,3,원재료성식품,분석,
구기자차,차류,,1.0,0.0,0.02,0.13,0.0,0.0,2,원재료성식품,분석,
구아바,과일류,,33.0,3.0,3.5,9.9,0.6,0.1,1,원재료성식품,수집,
구절초차,차류,,345.0,46.0,,72.1,11.1,1.3,1,원재료성식품,분석,
구즈베리,과일류,,51.0,1.0,10.9,13.2,1.0,0.1,1,원재료성식품,수집,
국/탕류,즉석식품류,250.0,37.0,267.0,0.45,2.6,3.29,1.5,4942,가공식품,수집,표시기준 1회 섭취참고량
국밥,밥류,900.0,75.0,126.0,0.17,10.38,3.17,2.28,7,음식,분석,가정식 분석
국수,면 및 만두류,550.0,50.0,354.0,1.38,8.67,2.15,0.8,13,음식,분석,가정식 분석
국수전골,찌개 및 전골류,457.7,88.0,298.0,1.09,14.56,3.4,1.83,1,음식,산출,외식 레시피
국화꽃,채소류,,25.0,2.0,,6.5,1.4,0.0,3,원재료성식품,수집,
국화차,차류,,0.0,0.0,0.0,0.03,0.0,0.0,2,원재료성식품,분석,
군만두,면 및 만두류,257.3,219.0,237.0,0.44,25.22,8.5,9.25,4,음식,산출,산업체 급식
군소류,어패류 및 기타 수산물,,40.0,451.0,,0.37,7.3,0.83,7,원재료성식품,분석,
군평선이,어패류 및 기타 수산물,,103.0,,0.2,0.2,18.5,2.6,1,원재료성식품,분석,
굴 국밥,밥류,809.0,63.0,144.0,0.46,12.79,1.6,0.32,1,음식,산출,외식 레시피
굴 두부찌개,찌개 및 전골류,200.0,21.0,98.0,0.44,1.48,2.2,0.66,1,음식,산출,표시기준 1회 섭취참고량
굴 미역국,국 및 탕류,280.0,16.0,382.0,0.12,1.9,1.9,0.47,2,음식,산출,산업체 급식
굴국,국 및 탕류,500.0,25.0,251.0,0.14,2.93,2.41,0.36,4,음식,분석,가정식 분석
굴류,어패류 및 기타 수산물,,92.0,480.0,0.97,5.27,9.66,2.19,16,원재료성식품,분석,
굴무침,생채·무침류,80.0,77.0,204.0,2.74,7.3,6.68,2.31,3,음식,분석,가정식 분석
굴밥,밥류,500.0,122.0,126.0,0.66,21.44,4.3,1.95,1,음식,산출,외식 레시피
굴비구이,구이류,52.5,524.0,549.0,0.0,0.6,59.2,29.72,3,음식,산출,산업체 급식
굴전,전·적 및 부침류,74.2,195.0,326.0,1.3,14.5,10.6,10.5,3,음식,분석,산업체 급식
굴죽,죽 및 스프류,259.0,107.0,196.0,0.19,16.76,2.4,2.99,1,음식,산출,외식 레시피
굴찜,찜류,98.9,142.0,923.0,7.17,15.7,11.3,4.04,1,음식,산출,외식 레시피
귀뚜라미,기타,,130.0,121.0,0.0,3.39,22.45,0.0,1,원재료성식품,분석,
귀리,곡류,,386.0,2.0,0.91,66.1,11.51,8.78,4,원재료성식품,분석,
귀리밥,밥류,210.0,162.0,0.0,0.09,34.54,3.9,0.87,1,음식,분석,표시기준 1회 섭취참고량
귤,과일류,,40.0,1.0,8.39,10.3,0.4,0.13,15,원재료성식품,분석,
귤 주스,과일류,,39.0,13.0,,10.4,0.2,0.1,1,원재료성식품,분석,
귤차,음료 및 차류,,38.0,1.0,8.89,9.26,0.06,0.0,25,음식,수집,
그라탕,구이류,,549.0,394.0,7.9,,20.15,,3,음식,수집,
근대,채소류,,18.0,173.0,0.0,3.28,1.78,0.2,2,원재료성식품,분석,
근대 된장국,국 및 탕류,320.0,12.0,200.0,0.35,1.71,0.9,0.34,4,음식,산출,산업체 급식
근대나물,나물·숙채류,,50.0,724.0,0.09,4.49,2.5,2.87,4,음식,산출,
금귤,과일류,,73.0,5.0,11.77,18.77,1.19,0.13,1,원재료성식품,분석,
기러기알,난류,,193.0,143.0,,2.4,12.3,13.9,2,원재료성식품,분석,
기름장,"장류, 양념류",10.0,640.0,7518.0,0.01,0.92,0.2,69.06,1,음식,산출,외식 레시피
기름종개류,어패류 및 기타 수산물,,96.0,,0.2,0.2,16.2,2.8,7,원재료성식품,분석,
기스면,면 및 만두류,,61.0,276.0,0.05,8.98,3.78,1.07,1,음식,분석,
기장,곡류,,371.0,5.0,0.46,69.65,13.63,3.77,5,원재료성식품,분석,
기장밥,밥류,200.0,166.0,1.0,0.0,36.77,3.44,0.57,8,음식,분석,가정식 분석
기타 농산가공품,농산가공식품류,,364.0,9.0,1.3,78.5,8.6,1.7,5332,가공식품,수집,
기타 두부 가공품,두부류 또는 묵류,80.0,250.0,300.0,1.0,9.0,11.0,16.0,188,가공식품,수집,표시기준 1회 섭취참고량
기타 라면,면류,,450.0,400.0,1.0,67.0,9.0,16.0,33,가공식품,수집,
기타 묵 가공품,두부류 또는 묵류,80.0,15.0,226.0,0.0,1.7,0.4,1.0,127,가공식품,수집,표시기준 1회 섭취참고량
기타 빵,과자류·빵류 또는 떡류,70.0,315.0,260.0,15.0,45.0,7.0,12.0,9778,가공식품,수집,표시기준 1회 섭취참고량
기타 사탕,과자류·빵류 또는 떡류,10.0,376.0,39.0,26.9,92.7,0.8,0.2,1964,가공식품,수집,표시기준 1회 섭취참고량
기타 소스류,조미식품,,110.0,955.0,11.64,21.65,2.82,1.33,9739,가공식품,수집,
기타 수산가공품,수산가공식품류,,122.0,275.0,1.32,12.03,11.73,3.05,4252,가공식품,수집,
기타 시리얼,즉석식품류,,420.0,50.0,12.0,68.0,8.0,16.0,11,가공식품,수집,
기타 식용유지,식용유지류,5.0,891.0,0.0,0.0,0.02,0.0,99.9,156,가공식품,수집,표시기준 1회 섭취참고량
기타 식육가공품,식육가공품 및 포장육,,150.0,290.0,1.0,7.0,10.0,9.0,4433,가공식품,수집,
기타 음료,즉석식품류,,410.0,149.0,1.0,78.0,13.0,5.0,26,가공식품,수집,
기타 조림,절임류 또는 조림류,,135.0,520.0,8.0,17.0,7.0,4.3,2266,가공식품,수집,
기타 즉석식품,즉석식품류,,120.0,178.0,2.44,16.89,5.56,3.33,1537,가공식품,수집,
기타 코코아가공품,코코아가공품류 또는 초콜릿류,,415.0,140.0,42.0,56.0,5.0,19.0,645,가공식품,수집,
기타가공품,기타식품류,,381.0,164.0,7.1,76.7,10.8,3.4,2908,가공식품,수집,
기타김치,절임류 또는 조림류,40.0,38.0,593.0,2.87,6.24,1.97,0.54,934,가공식품,수집,표시기준 1회 섭취참고량
기타면,면류,,262.0,499.0,2.0,57.0,6.0,1.0,572,가공식품,수집,
기타빵,빵 및 과자류,70.0,287.0,263.0,18.0,47.0,2.0,10.2,38,음식,수집,표시기준 1회 섭취참고량
기타음료,음료 및 차류,,56.0,30.0,7.43,7.58,1.68,1.99,32,음식,수집,
기타차,음료 및 차류,,36.0,2.0,8.78,8.95,0.01,0.0,187,음식,수집,
기피편,빵 및 과자류,100.0,220.0,281.0,2.08,48.99,5.45,0.25,1,음식,분석,표시기준 1회 섭취참고량
김,수산가공식품류,4.0,560.0,1132.0,0.0,28.6,22.0,38.0,1875,가공식품,수집,표시기준 1회 섭취참고량
김구이,구이류,5.0,470.0,4011.0,0.2,29.0,20.4,30.2,1,음식,분석,가정식 분석
김국,국 및 탕류,320.0,14.0,119.0,0.25,2.27,0.9,0.29,2,음식,산출,외식 레시피
김류,해조류,,202.0,903.0,0.0,46.19,38.46,2.82,16,원재료성식품,분석,
김말이튀김,튀김류,,245.0,383.0,1.09,33.11,2.28,11.46,6,음식,분석,
김무침,생채·무침류,30.0,259.0,1011.0,5.73,19.33,21.17,10.73,1,음식,분석,가정식 분석
김밥,밥류,270.0,169.0,327.0,0.09,27.52,4.88,4.41,36,음식,분석,가정식 분석
김부각,튀김류,19.0,158.0,130.0,0.31,20.73,5.7,7.3,3,음식,산출,산업체 급식
김자반,수산가공식품류,5.0,574.0,1048.0,6.25,33.75,13.75,47.5,507,가공식품,수집,표시기준 1회 섭취참고량
김치 고기만두,면 및 만두류,118.2,294.0,552.0,1.44,42.38,16.2,5.26,3,음식,산출,산업체 급식
김치 돼지고기볶음,볶음류,50.0,113.0,294.0,2.27,4.26,8.1,6.61,3,음식,산출,산업체 급식
김치 된장국,국 및 탕류,280.0,15.0,239.0,0.71,1.97,1.1,0.38,2,음식,산출,산업체 급식
김치 볶음밥,밥류,320.0,160.0,678.0,1.0,16.5,8.29,6.36,4,음식,수집,외식 레시피
김치 청국장찌개,찌개 및 전골류,340.0,30.0,191.0,0.79,3.2,2.6,0.9,2,음식,산출,산업체 급식
김치 콩나물국,국 및 탕류,320.0,10.0,181.0,0.38,1.12,1.2,0.24,4,음식,산출,산업체 급식
김치국,국 및 탕류,400.0,20.0,365.0,0.64,2.33,1.2,0.62,15,음식,분석,가정식 분석
김치만두,면 및 만두류,1211.6,76.0,344.0,0.5,7.9,5.9,2.05,4,음식,산출,산업체 급식
김치볶음,볶음류,183.7,106.0,521.0,4.45,7.27,1.38,7.94,21,음식,분석,산업체 급식
김치순두부,찌개 및 전골류,270.0,37.0,119.0,0.71,1.58,4.2,1.39,10,음식,산출,산업체 급식
김치전,전·적 및 부침류,150.0,134.0,240.0,4.21,19.01,5.05,4.2,7,음식,분석,가정식 분석
김치전골,찌개 및 전골류,270.0,73.0,299.0,0.79,5.68,3.12,4.23,2,음식,분석,가정식 분석
김치찌개,찌개 및 전골류,270.0,51.0,264.0,0.15,2.9,3.59,2.82,34,음식,분석,가정식 분석
김치찜,찜류,310.0,52.0,488.0,0.71,2.99,4.9,2.26,7,음식,분석,산업체 급식
김칫속,절임류 또는 조림류,,75.0,900.0,5.0,13.0,3.0,0.9,134,가공식품,수집,
김튀김,튀김류,50.0,522.0,606.0,0.14,54.36,11.0,28.9,1,음식,분석,가정식 분석
까나리,어패류 및 기타 수산물,,30.0,,0.03,0.27,7.16,0.01,5,원재료성식품,수집,
깍두기,김치류,50.0,33.0,808.0,2.54,4.24,1.56,1.06,3,음식,분석,가정식 분석
깐쇼새우,튀김류,330.0,150.0,266.0,5.31,14.7,7.9,6.28,1,음식,산출,외식 레시피
깐풍기,튀김류,164.2,156.0,637.0,0.24,7.07,16.0,6.22,4,음식,산출,산업체 급식
깐풍새우,튀김류,,240.0,531.0,7.2,20.56,8.15,13.86,1,음식,분석,
깨소금,조미료류,,638.0,,,13.7,18.1,56.7,1,원재료성식품,수집,
깨죽,죽 및 스프류,250.0,64.0,145.0,0.45,9.91,1.71,1.99,1,음식,분석,표시기준 1회 섭취참고량
깨찰빵,빵 및 과자류,70.0,373.0,655.0,7.27,63.64,3.64,12.73,8,음식,수집,표시기준 1회 섭취참고량
깻잎김치,김치류,50.0,62.0,924.0,4.04,8.92,2.82,1.72,5,음식,분석,가정식 분석
깻잎나물,나물·숙채류,50.0,146.0,416.0,0.98,6.42,4.23,11.49,7,음식,분석,가정식 분석
깻잎나물볶음,나물·숙채류,,103.0,521.0,0.3,5.75,3.75,7.2,1,음식,분석,
깻잎장아찌,장아찌·절임류,82.9,65.0,520.0,5.28,12.9,3.7,0.72,1,음식,산출,산업체 급식
깻잎전,전·적 및 부침류,72.8,241.0,320.0,0.71,9.7,11.82,17.18,4,음식,분석,산업체 급식
깻잎찜,찜류,50.0,97.0,792.0,1.33,5.96,5.21,5.86,6,음식,분석,산업체 급식
깻잎튀김,튀김류,60.3,238.0,552.0,0.09,20.56,7.0,13.75,3,음식,산출,외식 레시피
꺽저기,어패류 및 기타 수산물,,92.0,,0.1,0.1,19.5,1.0,1,원재료성식품,분석,
껌,과자류·빵류 또는 떡류,3.0,333.0,0.0,80.0,80.0,0.0,0.0,19,가공식품,수집,표시기준 1회 섭취참고량
껍질콩볶음,볶음류,150.0,98.0,207.0,2.53,9.35,3.3,5.08,1,음식,산출,산업체 급식
꼬리곰탕,국 및 탕류,217.6,67.0,182.0,0.21,2.96,3.9,4.11,3,음식,산출,산업체 급식
꼬막류,어패류 및 기타 수산물,,82.0,419.0,0.88,2.87,12.29,1.11,21,원재료성식품,분석,
꼬막무침,찜류,,107.0,516.0,4.28,7.69,8.34,4.72,1,음식,분석,
꼬막찜,찜류,200.0,96.0,736.0,1.03,6.97,12.03,2.28,4,음식,분석,가정식 분석
꼬시래기류,해조류,,17.0,,5.9,6.2,1.8,0.2,1,원재료성식품,분석,
꼬치고기,어패류 및 기타 수산물,,152.0,120.0,,0.1,18.9,7.2,5,원재료성식품,수집,
꼬치구이,구이류,170.0,245.0,417.0,1.66,10.35,17.85,14.7,7,음식,분석,가정식 분석
꼬치구치,전·적 및 부침류,,94.0,259.0,0.0,3.53,16.43,1.59,1,음식,분석,
꼴뚜기류,어패류 및 기타 수산물,,92.0,200.0,,0.84,16.63,1.91,19,원재료성식품,분석,
꼼치류,어패류 및 기타 수산물,,67.0,155.0,,0.02,14.95,0.4,10,원재료성식품,분석,
꽁치,수산가공식품류,,185.0,410.0,0.0,0.75,11.0,15.0,34,가공식품,수집,
꽁치구이,구이류,205.0,196.0,279.0,0.0,2.81,21.64,10.1,3,음식,산출,외식 레시피
꽁치조림,조림류,210.0,88.0,362.0,1.97,5.36,10.59,2.6,10,음식,산출,산업체 급식
꽁치찌개,찌개 및 전골류,240.0,118.0,432.0,1.97,4.07,8.0,7.77,2,음식,분석,외식 레시피
꽁치튀김,튀김류,,105.0,222.0,0.0,2.41,5.3,7.84,2,음식,산출,
꽃게 매운탕,찌개 및 전골류,232.9,31.0,169.0,0.59,1.3,5.7,0.27,1,음식,산출,외식 레시피
꽃게장,젓갈류,225.0,62.0,1089.0,4.21,6.04,7.02,1.1,3,음식,분석,가정식 분석
꽃게찜,찜류,800.0,52.0,217.0,0.91,5.1,5.9,1.33,1,음식,산출,외식 레시피
꽃게콩나물찜,찜류,800.0,52.0,209.0,0.91,5.1,5.86,1.34,1,음식,산출,외식 레시피
꽃게탕,찌개 및 전골류,600.0,26.0,384.0,1.14,2.47,2.58,0.62,6,음식,분석,가정식 분석
꽃송이버섯,버섯류,,19.0,1.0,0.89,7.35,1.11,0.39,4,원재료성식품,분석,
꽃양배추(콜리플라워),채소류,,27.0,13.0,2.28,4.84,2.17,0.48,2,원재료성식품,분석,
꽈리고추 오징어조림,조림류,,135.0,388.0,3.45,6.39,14.3,5.67,1,음식,산출,
꽈리고추볶음,볶음류,78.6,79.0,467.0,1.45,5.6,8.0,2.74,8,음식,산출,산업체 급식
꽈리고추조림,조림류,80.0,57.0,460.0,1.24,4.7,7.1,1.21,1,음식,산출,외식 레시피
꽈리고추찜,찜류,110.0,104.0,316.0,0.44,17.69,3.59,2.09,3,음식,분석,산업체 급식
꾸지뽕,채소류,,74.0,0.0,9.9,13.82,1.74,2.16,4,원재료성식품,분석,
꿀,벌꿀 및 화분가공품류,20.0,331.0,4.0,82.1,82.4,0.3,0.0,13,가공식품,수집,표시기준 1회 섭취참고량
꿀떡,빵 및 과자류,100.0,228.0,275.0,0.29,49.48,3.74,1.73,1,음식,분석,표시기준 1회 섭취참고량
꿀차,음료 및 차류,,22.0,0.0,4.79,,0.0,,6,음식,수집,
꿀풀(하고초),채소류,,48.0,3.0,,11.9,1.6,0.2,2,원재료성식품,분석,
꿩고기,육류,,124.0,70.0,,0.0,27.5,0.8,2,원재료성식품,분석,
꿩불고기,구이류,,74.0,253.0,3.38,7.94,6.7,1.7,1,음식,분석,
나도팽나무버섯,버섯류,,16.0,14.0,,5.7,2.4,0.0,2,원재료성식품,분석,
나박김치,김치류,80.0,10.0,377.0,0.34,1.15,0.46,0.38,1,음식,분석,표시기준 1회 섭취참고량
나베,찌개 및 전골류,200.0,170.0,413.0,3.53,15.71,5.41,9.52,1,음식,분석,표시기준 1회 섭취참고량
나토,장류,50.0,187.0,361.0,1.96,12.61,14.57,8.7,43,가공식품,수집,표시기준 1회 섭취참고량
나폴리탄 스파게티,면 및 만두류,360.0,116.0,206.0,3.81,22.5,3.6,1.38,1,음식,산출,산업체 급식
낙지 덮밥,밥류,900.0,92.0,187.0,1.76,15.44,4.5,1.28,3,음식,산출,산업체 급식
낙지 비빔밥,밥류,900.0,88.0,176.0,1.25,14.72,4.3,1.31,3,음식,산출,산업체 급식
낙지 삼겹살 볶음,볶음류,255.0,151.0,341.0,1.88,3.73,9.1,10.55,1,음식,산출,외식 레시피
낙지무침,생채·무침류,180.0,77.0,340.0,0.14,3.96,12.41,1.24,3,음식,분석,가정식 분석
낙지볶음,볶음류,200.0,91.0,537.0,7.91,8.6,5.77,3.77,7,음식,분석,가정식 분석
낙지전골,찌개 및 전골류,300.0,88.0,725.0,3.19,12.88,5.47,1.64,3,음식,분석,가정식 분석
낙지찜,찜류,600.0,74.0,217.0,0.89,3.81,5.47,4.31,1,음식,산출,외식 레시피
낙지탕,국 및 탕류,250.0,31.0,284.0,0.32,1.73,4.9,0.53,1,음식,분석,표시기준 1회 섭취참고량
낙지탕(맑은탕),국 및 탕류,600.0,16.0,142.0,0.26,0.8,3.0,0.16,2,음식,산출,외식 레시피
난자완스,튀김류,200.0,173.0,352.0,0.25,9.57,10.81,10.17,3,음식,분석,산업체 급식
날개콩,채소류,,36.0,,,6.5,1.9,0.2,1,원재료성식품,분석,
