name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset,method,serving_basis
빙과,빙과류,100.0,100.0,21.0,17.14,22.86,0.0,0.86,1153,가공식품,수집,표시기준 1회 섭취참고량
빙떡(메밀전병),빵 및 과자류,100.0,168.0,346.0,0.62,21.62,6.18,6.29,1,음식,분석,표시기준 1회 섭취참고량
빙수,유제품류 및 빙과류,,117.0,80.0,17.76,23.41,1.73,1.78,154,음식,수집,
빙어류,어패류 및 기타 수산물,,92.0,,0.1,0.1,17.4,1.9,7,원재료성식품,분석,
빨강부지,어패류 및 기타 수산물,,71.0,,0.0,0.0,15.8,0.5,1,원재료성식품,분석,
빵가루,농산가공식품류,,360.0,270.0,3.0,74.0,11.0,2.4,79,가공식품,수집,
뼈다귀해장국,국 및 탕류,650.0,21.0,108.0,0.36,0.96,2.7,0.63,3,음식,산출,산업체 급식
뽕나무버섯,버섯류,,192.0,5.0,,58.6,24.4,5.7,4,원재료성식품,분석,
뽕잎,채소류,,65.0,10.0,2.47,12.82,6.28,0.5,5,원재료성식품,분석,
사골국,국 및 탕류,400.0,55.0,75.0,0.0,2.81,5.56,2.42,4,음식,분석,가정식 분석
사과,과일류,,57.0,0.0,10.93,14.11,0.2,0.66,8,원재료성식품,분석,
사과차,음료 및 차류,,59.0,4.0,13.91,14.78,0.0,0.0,13,음식,수집,
사탕,과자류·빵류 또는 떡류,10.0,388.0,3.0,68.75,96.25,0.0,0.0,4141,가공식품,수집,표시기준 1회 섭취참고량
사탕무,채소류,,77.0,61.0,,18.7,1.8,0.0,1,원재료성식품,분석,
사탕수수,채소류,,77.0,10.0,,20.9,1.1,0.0,1,원재료성식품,분석,
사태찜,찜류,300.0,110.0,302.0,0.13,3.67,12.1,5.17,1,음식,분석,가정식 분석
사프란,조미료류,,310.0,148.0,,65.37,11.43,5.85,1,원재료성식품,수집,
산딸기,과일류,,55.0,0.0,7.8,13.55,1.35,0.22,1,원재료성식품,분석,
산마늘(명이나물),채소류,,36.0,0.0,3.8,8.21,2.02,0.21,2,원재료성식품,분석,
산수유,과일류,,112.0,3.0,10.33,23.83,0.87,2.82,2,원재료성식품,분석,
산양유,우유류,,62.0,40.0,3.48,4.03,3.16,3.62,1,원재료성식품,분석,
산자,빵 및 과자류,30.0,366.0,23.0,31.35,82.17,2.31,3.09,1,음식,분석,표시기준 1회 섭취참고량
산자나무 열매(씨벅톤),과일류,,70.0,20.0,,9.7,1.0,3.8,1,원재료성식품,분석,
산적,전·적 및 부침류,170.0,200.0,586.0,0.06,1.55,29.06,8.56,1,음식,분석,가정식 분석
산초,조미료류,,349.0,28.0,2.87,66.44,18.62,0.98,1,원재료성식품,분석,
산호류,해조류,,42.0,,,16.81,2.79,0.43,2,원재료성식품,분석,
살구,과일류,,30.0,1.0,7.39,7.12,1.2,0.05,2,원재료성식품,분석,
살살치,어패류 및 기타 수산물,,70.0,,0.6,0.6,15.5,0.2,2,원재료성식품,분석,
살조개,어패류 및 기타 수산물,,89.0,,3.6,3.6,14.2,1.5,1,원재료성식품,분석,
삶은 땅콩 조림,조림류,22.2,190.0,756.0,3.82,21.15,6.8,9.74,3,음식,산출,산업체 급식
삼각김밥,밥류,200.0,172.0,282.0,0.02,31.95,3.94,3.2,6,음식,분석,가정식 분석
삼겹살구이,구이류,200.0,403.0,510.0,5.73,12.63,14.21,32.83,2,음식,분석,가정식 분석
삼겹살볶음,볶음류,200.0,151.0,604.0,3.62,8.4,5.76,10.49,4,음식,분석,가정식 분석
삼계탕,국 및 탕류,900.0,101.0,82.0,0.45,3.84,10.68,4.8,5,음식,분석,가정식 분석
삼나물,채소류,,293.0,,,61.3,22.8,2.2,1,원재료성식품,분석,
삼백초,기타,,301.0,8.0,,67.0,12.1,3.8,3,원재료성식품,분석,
삼붕냐와,채소류,,27.0,186.0,0.24,3.84,1.62,1.09,1,원재료성식품,분석,
삼색 오이냉국,국 및 탕류,160.0,17.0,234.0,2.68,3.52,0.6,0.21,1,음식,산출,산업체 급식
삼색냉채,생채·무침류,150.0,76.0,401.0,4.54,7.48,6.4,2.29,3,음식,산출,산업체 급식
삼세기,어패류 및 기타 수산물,,97.0,,0.5,0.5,18.6,1.8,1,원재료성식품,분석,
삼씨(대마씨),견과 및 종실류,,450.0,2.0,2.3,31.7,29.9,28.3,1,원재료성식품,수집,
삼채,채소류,,49.0,15.0,3.21,12.15,0.77,0.04,5,원재료성식품,분석,
삼치 양념구이,구이류,68.6,189.0,570.0,4.18,15.38,22.8,4.14,2,음식,산출,산업체 급식
삼치 카레구이,구이류,,213.0,320.0,0.44,3.71,27.1,9.05,2,음식,산출,
삼치구이,구이류,200.0,178.0,217.0,0.22,1.45,21.42,9.57,5,음식,분석,가정식 분석
삼치류,어패류 및 기타 수산물,,124.0,39.0,0.0,0.0,20.08,2.93,8,원재료성식품,분석,
삼치조림,조림류,95.0,125.0,441.0,2.03,2.61,15.88,5.63,5,음식,분석,산업체 급식
삼치찌개,찌개 및 전골류,297.0,50.0,347.0,1.08,3.35,6.2,1.28,1,음식,산출,외식 레시피
삼치튀김,튀김류,115.1,136.0,929.0,0.02,3.69,13.7,6.82,2,음식,산출,산업체 급식
상어류,어패류 및 기타 수산물,,107.0,139.0,0.0,0.0,23.9,1.21,16,원재료성식품,수집,
상지차,차류,,360.0,7.0,,78.6,6.0,2.4,1,원재료성식품,분석,
상추,채소류,,15.0,6.0,1.03,2.79,1.31,0.21,18,원재료성식품,분석,
상추 겉절이,생채·무침류,150.0,24.0,175.0,1.89,3.89,1.1,0.76,4,음식,산출,산업체 급식
상추겉절이,생채·무침류,150.0,64.0,550.0,3.71,6.18,2.48,3.26,4,음식,분석,산업체 급식
상황버섯,버섯류,,3.0,1.0,0.12,0.56,0.07,0.01,2,원재료성식품,분석,
새다래,어패류 및 기타 수산물,,104.0,,0.0,0.0,18.9,2.6,1,원재료성식품,분석,
새송이버섯 구이,구이류,90.9,58.0,200.0,0.7,4.17,1.6,4.81,3,음식,산출,외식 레시피
새송이버섯볶음,볶음류,170.0,32.0,163.0,0.97,4.13,1.44,1.95,2,음식,산출,산업체 급식
새송이버섯전,전·적 및 부침류,95.0,63.0,93.0,0.17,5.89,3.16,3.73,1,음식,산출,외식 레시피
새싹 샐러드,생채·무침류,104.4,117.0,74.0,2.49,5.01,1.4,10.6,3,음식,산출,산업체 급식
새우 탕수,튀김류,105.8,149.0,189.0,4.18,12.77,11.0,5.84,4,음식,산출,산업체 급식
새우구이,구이류,180.0,145.0,330.0,0.03,2.82,23.41,4.44,2,음식,분석,가정식 분석
새우류,어패류 및 기타 수산물,,132.0,947.0,0.0,1.52,22.78,1.7,45,원재료성식품,분석,
새우무침,생채·무침류,27.0,321.0,462.0,8.04,15.47,37.0,11.77,2,음식,산출,산업체 급식
새우볶음,볶음류,200.0,83.0,326.0,3.99,5.96,9.91,2.21,1,음식,분석,가정식 분석
새우전,전·적 및 부침류,65.9,188.0,349.0,1.87,11.57,9.99,11.33,3,음식,분석,산업체 급식
새우젓,젓갈류,10.0,69.0,7402.0,0.5,6.0,7.1,1.8,1,음식,분석,가정식 분석
새우젓국,국 및 탕류,320.0,23.0,276.0,0.75,2.21,2.0,0.72,3,음식,산출,산업체 급식
새우조림,조림류,322.0,62.0,343.0,0.53,3.21,7.6,1.91,2,음식,산출,외식 레시피
새우탕,국 및 탕류,500.0,33.0,268.0,0.06,2.0,5.17,0.44,6,음식,분석,가정식 분석
새우튀김,튀김류,117.6,244.0,421.0,1.77,,8.42,,11,음식,수집,산업체 급식
새우튀김롤,밥류,,202.0,464.0,3.71,32.09,4.82,6.06,1,음식,분석,
새조개,어패류 및 기타 수산물,,114.0,,1.3,1.3,21.5,1.9,7,원재료성식품,분석,
샌드위치,빵 및 과자류,220.0,208.0,405.0,4.0,25.1,7.7,8.5,233,음식,수집,가정식 분석
샐러드,생채·무침류,150.0,124.0,286.0,3.6,6.4,5.8,8.4,57,음식,수집,가정식 분석
생강,채소류,,42.0,4.0,0.45,9.82,0.97,0.15,3,원재료성식품,분석,
생강차,음료 및 차류,,57.0,2.0,11.11,,0.0,,18,음식,수집,
생선까스,튀김류,77.4,327.0,394.0,0.98,23.28,12.17,20.55,6,음식,분석,산업체 급식
생선전,전·적 및 부침류,,154.0,546.0,0.2,4.61,17.17,7.38,2,음식,분석,
샤베트,유제품류 및 빙과류,,40.0,9.0,7.66,9.36,0.23,0.17,3,음식,수집,
샤브샤브,찌개 및 전골류,475.0,44.0,187.0,0.4,2.45,4.85,1.63,6,음식,분석,가정식 분석
서대구이,구이류,79.2,161.0,1177.0,0.0,0.71,25.1,5.77,1,음식,산출,외식 레시피
서대류,어패류 및 기타 수산물,,91.0,,0.1,0.1,18.9,1.2,5,원재료성식품,분석,
서류가공품,농산가공식품류,,162.0,68.0,0.0,28.7,2.2,4.3,1413,가공식품,수집,
석류,과일류,,77.0,1.0,9.94,20.71,0.29,0.2,1,원재료성식품,분석,
석묵,해조류,,148.0,,9.1,63.9,9.6,0.2,1,원재료성식품,분석,
석이버섯,버섯류,,165.0,6.0,0.33,68.47,11.75,0.96,1,원재료성식품,분석,
섞박지,김치류,93.5,35.0,1351.0,1.75,5.04,1.9,1.24,2,음식,산출,외식 레시피
섞어찌개(모듬찌개),찌개 및 전골류,351.6,39.0,194.0,0.9,3.73,1.7,2.09,2,음식,산출,산업체 급식
선인장,채소류,,83.0,23.0,2.53,19.35,0.97,0.19,4,원재료성식품,분석,
선지해장국,국 및 탕류,600.0,34.0,278.0,0.41,2.07,4.4,0.98,1,음식,산출,외식 레시피
선짓국,국 및 탕류,320.0,40.0,474.0,0.8,3.5,3.4,1.53,4,음식,산출,산업체 급식
설렁탕,국 및 탕류,500.0,24.0,22.0,0.0,0.36,4.26,0.58,3,음식,분석,가정식 분석
설탕,당류,5.0,400.0,0.0,100.0,100.0,0.0,0.0,74,가공식품,수집,표시기준 1회 섭취참고량
섬초롱,채소류,,41.0,2.0,,8.5,3.0,0.4,2,원재료성식품,분석,
성게류,어패류 및 기타 수산물,,150.0,,7.3,7.3,18.3,4.5,16,원재료성식품,분석,
성대류,어패류 및 기타 수산물,,91.0,,0.0,0.0,19.3,1.0,6,원재료성식품,분석,
성장기 즉석식품,즉석식품류,,397.0,179.0,43.59,66.67,15.38,8.21,1,가공식품,수집,
성장기용 조제식,특수영양식품,,68.0,35.0,6.21,7.58,2.29,3.21,69,가공식품,수집,
세발나물,채소류,,18.0,321.0,0.0,3.59,1.61,0.14,2,원재료성식품,분석,
세발나물무침,나물·숙채류,,78.0,701.0,3.67,7.05,3.01,4.25,1,음식,분석,
세발낙지볶음,볶음류,256.0,88.0,367.0,3.09,8.35,11.6,0.9,3,음식,산출,산업체 급식
세발낙지찜,찜류,600.0,74.0,235.0,0.9,3.8,5.5,4.31,1,음식,산출,외식 레시피
셀러리,채소류,,17.0,70.0,0.0,3.95,1.04,0.07,2,원재료성식품,분석,
소 부산물,육류,,112.0,98.0,0.0,0.14,17.72,3.94,17,원재료성식품,수집,
소간 채소볶음,볶음류,104.2,120.0,498.0,3.79,7.74,10.5,5.29,1,음식,산출,외식 레시피
소갈비 구이,구이류,141.4,210.0,411.0,3.48,6.33,10.2,15.23,4,음식,산출,산업체 급식
소갈비찜,찜류,225.2,160.0,265.0,3.04,5.3,8.0,11.32,5,음식,산출,산업체 급식
소고기,육류,,218.0,51.0,0.0,0.0,20.24,14.05,204,원재료성식품,분석,
소고기 감자죽,죽 및 스프류,320.0,82.0,86.0,0.21,11.19,2.6,2.71,2,음식,산출,외식 레시피
소고기 국밥,밥류,932.1,66.0,124.0,0.41,12.54,2.3,0.56,3,음식,산출,산업체 급식
소고기 덮밥,밥류,667.5,109.0,134.0,1.05,14.39,5.7,2.78,3,음식,산출,산업체 급식
소고기 두부국,국 및 탕류,320.0,34.0,160.0,0.04,0.62,2.8,2.18,1,음식,산출,산업체 급식
소고기 떡찜,찜류,,303.0,357.0,1.45,32.19,10.6,14.48,1,음식,산출,
소고기 무국,국 및 탕류,250.0,23.0,135.0,0.17,0.53,1.6,1.49,3,음식,산출,표시기준 1회 섭취참고량
소고기 미역국,국 및 탕류,320.0,21.0,258.0,0.02,0.92,1.6,1.37,5,음식,산출,산업체 급식
소고기 샌드위치,빵 및 과자류,223.8,203.0,328.0,2.94,19.7,6.9,10.61,3,음식,산출,산업체 급식
소고기 샤브샤브,찌개 및 전골류,930.0,47.0,112.0,0.38,4.1,3.0,2.08,1,음식,산출,외식 레시피
소고기 완자전,전·적 및 부침류,77.6,314.0,483.0,0.19,10.06,14.1,22.92,4,음식,산출,산업체 급식
소고기 장조림,조림류,50.0,188.0,840.0,1.39,6.9,14.9,10.52,9,음식,산출,산업체 급식
소고기국,국 및 탕류,563.0,34.0,6.0,0.14,2.92,1.8,1.67,2,음식,산출,외식 레시피
소고기버섯죽,죽 및 스프류,259.0,72.0,158.0,0.03,13.63,2.34,0.93,4,음식,분석,외식 레시피
소고기볶음,볶음류,230.0,144.0,369.0,2.85,6.92,11.59,7.73,14,음식,분석,가정식 분석
소고기산적,전·적 및 부침류,,227.0,696.0,0.0,3.67,24.2,12.78,1,음식,분석,
소고기샤브샤브,찌개 및 전골류,930.0,46.0,114.0,0.4,4.08,2.95,2.04,1,음식,산출,외식 레시피
소고기스튜,찜류,127.6,187.0,310.0,2.31,9.23,10.1,11.65,1,음식,산출,외식 레시피
소고기육개장,국 및 탕류,440.0,25.0,125.0,0.37,1.49,1.91,1.41,3,음식,산출,산업체 급식
소고기전골,찌개 및 전골류,300.0,76.0,217.0,0.61,5.35,7.02,2.94,6,음식,분석,가정식 분석
소고기찜,찜류,196.9,117.0,163.0,2.55,4.95,5.5,8.55,2,음식,산출,산업체 급식
소고기채소볶음,볶음류,191.8,128.0,116.0,2.21,3.35,5.1,10.08,4,음식,산출,산업체 급식
소고기튀김,튀김류,114.2,258.0,428.0,1.88,10.11,10.4,18.92,1,음식,산출,외식 레시피
소곱창 구이,구이류,66.2,171.0,296.0,2.43,3.71,8.8,11.89,1,음식,산출,외식 레시피
소곱창 볶음,볶음류,99.2,178.0,369.0,1.79,4.99,9.0,13.58,1,음식,산출,외식 레시피
소귀나무 열매,과일류,,24.0,23.0,,4.6,0.8,0.6,1,원재료성식품,분석,
소금,조미식품,,4.0,9900.0,0.0,0.0,1.0,0.0,17,가공식품,수집,
소금빵,빵 및 과자류,70.0,376.0,975.0,5.33,48.0,8.0,17.33,21,음식,수집,표시기준 1회 섭취참고량
소내장구이,구이류,260.0,92.0,57.0,0.1,0.75,6.75,6.53,1,음식,산출,외식 레시피
소등심 스테이크,구이류,91.2,229.0,110.0,2.22,3.3,10.6,18.22,4,음식,산출,산업체 급식
소등심구이,구이류,127.7,320.0,254.0,0.0,0.26,15.9,26.79,4,음식,산출,산업체 급식
소라류,어패류 및 기타 수산물,,93.0,239.0,,2.55,17.19,1.04,20,원재료성식품,분석,
소라무침,생채·무침류,91.0,122.0,55.0,2.0,7.46,18.7,1.58,2,음식,산출,산업체 급식
소라산적,전·적 및 부침류,,150.0,496.0,1.06,8.06,22.4,3.14,1,음식,분석,
소리쟁이,채소류,,259.0,77.0,,52.6,21.7,2.2,1,원재료성식품,분석,
소보로빵,빵 및 과자류,70.0,364.0,236.0,16.36,46.36,7.27,17.27,45,음식,수집,가정식 분석
소불고기,구이류,200.0,170.0,418.0,3.24,4.26,16.41,9.66,8,음식,분석,가정식 분석
소사태찜,찜류,168.3,96.0,204.0,1.97,6.42,9.3,3.31,3,음식,산출,산업체 급식
소세지빵,빵 및 과자류,70.0,315.0,593.0,6.17,25.31,9.88,19.14,24,음식,수집,표시기준 1회 섭취참고량
소스/드레싱,"장류, 양념류",,116.0,530.0,5.93,7.66,8.93,5.54,2,음식,분석,
소시지,수·조·어·육류,,220.0,730.0,2.0,,15.0,,1,음식,수집,
소시지 케첩볶음,볶음류,98.6,252.0,631.0,4.63,12.93,11.5,17.08,4,음식,산출,산업체 급식
소시지볶음,볶음류,200.0,236.0,718.0,4.45,15.9,9.4,14.95,10,음식,분석,가정식 분석
소시지조림,조림류,67.0,234.0,1048.0,4.22,12.89,11.9,15.02,3,음식,산출,산업체 급식
소시지튀김,튀김류,75.7,309.0,945.0,1.34,19.73,13.8,18.67,4,음식,산출,산업체 급식
소안심스테이크,구이류,232.0,197.0,242.0,1.57,2.64,16.6,12.51,1,음식,산출,외식 레시피
소주,주류,,89.0,0.0,0.0,0.0,0.0,0.0,14,가공식품,수집,
소탕,국 및 탕류,250.0,58.0,236.0,0.02,1.27,5.1,3.57,1,음식,분석,표시기준 1회 섭취참고량
솔잎,기타,,8.0,4.0,,2.1,0.1,,2,원재료성식품,분석,
송아지 부산물,육류,,110.0,77.0,,0.08,17.18,3.98,12,원재료성식품,수집,
송아지고기,육류,,202.0,83.0,0.0,0.0,25.14,10.45,14,원재료성식품,수집,
송어 매운탕,찌개 및 전골류,275.8,54.0,247.0,1.56,4.03,6.6,1.35,1,음식,산출,외식 레시피
송어류,어패류 및 기타 수산물,,166.0,420.0,0.0,0.0,19.0,10.0,25,원재료성식품,수집,
송이버섯,버섯류,,21.0,1.0,0.31,8.12,2.05,0.15,2,원재료성식품,분석,
송편,빵 및 과자류,100.0,194.0,234.0,1.26,41.66,5.24,0.75,5,음식,분석,표시기준 1회 섭취참고량
송화,기타,,392.0,23.0,16.96,79.79,11.46,2.95,1,원재료성식품,분석,
쇠귀나물,채소류,,128.0,3.0,,26.6,6.3,0.1,2,원재료성식품,수집,
쇠기름,유지류,,869.0,1.0,,0.0,0.2,99.8,1,원재료성식품,수집,
쇼트닝,식용유지류,5.0,900.0,0.0,0.0,0.0,0.0,100.0,42,가공식품,수집,표시기준 1회 섭취참고량
수란,찜류,,145.0,110.0,,0.2,12.3,11.7,1,음식,수집,
수랑,어패류 및 기타 수산물,,86.0,,2.9,2.9,15.9,0.7,1,원재료성식품,분석,
수리취(떡취),채소류,,64.0,,,14.7,3.9,0.2,1,원재료성식품,분석,
수박,과일류,,36.0,1.0,5.53,9.26,0.65,0.05,2,원재료성식품,분석,
수박씨,견과 및 종실류,,451.0,,,47.2,19.3,22.9,1,원재료성식품,분석,
수박화채,음료 및 차류,200.0,42.0,9.0,5.78,7.79,1.2,0.87,4,음식,산출,산업체 급식
수세미,기타,,4.0,3.0,,0.7,0.8,,1,원재료성식품,분석,
수수,곡류,,368.0,3.0,0.75,72.54,10.94,3.17,5,원재료성식품,분석,
수수경단,빵 및 과자류,100.0,218.0,238.0,,43.1,8.2,1.4,1,음식,분석,표시기준 1회 섭취참고량
수수밥,밥류,200.0,161.0,1.0,0.08,35.02,3.16,0.92,5,음식,분석,가정식 분석
수수부꾸미,빵 및 과자류,100.0,248.0,261.0,0.24,42.1,5.73,6.29,1,음식,분석,표시기준 1회 섭취참고량
수수팥떡,빵 및 과자류,100.0,204.0,242.0,2.82,43.03,6.7,0.59,1,음식,분석,표시기준 1회 섭취참고량
수육,찜류,300.0,166.0,31.0,0.11,2.04,28.43,4.94,3,음식,분석,가정식 분석
수제비,면 및 만두류,650.0,79.0,407.0,1.14,10.76,3.63,2.4,8,음식,분석,가정식 분석
숙주나물,나물·숙채류,50.0,35.0,403.0,1.58,2.96,2.22,1.58,15,음식,분석,가정식 분석
숙주미나리나물,나물·숙채류,170.0,17.0,158.0,0.34,1.79,1.07,0.9,3,음식,산출,산업체 급식
순 현미밥,밥류,210.0,129.0,8.0,0.41,27.59,2.6,0.72,1,음식,산출,표시기준 1회 섭취참고량
순대,찜류,220.0,181.0,340.0,1.17,19.45,6.52,8.55,5,음식,분석,가정식 분석
순대국,국 및 탕류,600.0,9.0,207.0,0.4,0.0,1.7,0.0,7,음식,분석,가정식 분석
순대볶음,볶음류,300.0,166.0,573.0,3.71,22.51,2.89,7.12,15,음식,분석,산업체 급식
순대전골,찌개 및 전골류,450.0,76.0,160.0,0.68,6.28,5.61,3.18,1,음식,산출,외식 레시피
순두부찌개,찌개 및 전골류,200.0,43.0,296.0,1.2,2.44,3.54,2.09,9,음식,분석,가정식 분석
순무,채소류,,28.0,25.0,2.3,6.04,1.32,0.09,5,원재료성식품,분석,
순채,해조류,,25.0,,7.1,8.4,2.5,0.7,1,원재료성식품,분석,
숭어 매운탕,찌개 및 전골류,275.8,51.0,241.0,1.56,4.11,6.8,0.87,1,음식,산출,외식 레시피
숭어류,어패류 및 기타 수산물,,107.0,,0.4,0.4,21.67,1.5,16,원재료성식품,분석,
스낵과자,과자류·빵류 또는 떡류,30.0,491.0,453.0,3.97,66.47,7.13,21.86,2823,가공식품,수집,표시기준 1회 섭취참고량
스무디,음료 및 차류,,83.0,22.0,11.91,15.74,1.28,1.7,1103,음식,수집,
스콘,빵 및 과자류,70.0,428.0,341.0,16.7,46.3,5.4,24.6,49,음식,수집,표시기준 1회 섭취참고량
스크램블드에그,전·적 및 부침류,110.0,149.0,145.0,1.39,1.61,9.99,10.98,6,음식,수집,가정식 분석
스테비아,채소류,,40.0,1.0,0.0,8.71,2.4,0.32,2,원재료성식품,분석,
스테이크,구이류,200.0,155.0,269.0,3.38,5.73,13.1,8.86,13,음식,분석,가정식 분석
스파게티,면 및 만두류,500.0,172.0,345.0,1.5,18.8,4.7,8.7,54,음식,수집,가정식 분석
스프,죽 및 스프류,150.0,46.0,229.0,2.64,7.33,0.83,1.48,16,음식,분석,표시기준 1회 섭취참고량
시금치,채소류,,29.0,23.0,0.4,4.86,3.35,0.39,10,원재료성식품,분석,
시금치 겉절이,생채·무침류,80.9,54.0,357.0,1.47,6.28,3.0,2.51,2,음식,산출,산업체 급식
시금치 된장국,국 및 탕류,270.0,15.0,250.0,0.62,2.12,1.2,0.33,4,음식,산출,산업체 급식
시금치나물,나물·숙채류,50.0,27.0,264.0,0.89,3.2,1.61,1.28,14,음식,산출,가정식 분석
시래기 된장국,국 및 탕류,300.0,13.0,237.0,0.33,1.9,0.9,0.3,4,음식,산출,산업체 급식
시래기나물,나물·숙채류,75.0,58.0,1041.0,3.22,10.49,2.0,1.65,5,음식,산출,외식 레시피
시래기나물무침,나물·숙채류,50.0,114.0,514.0,0.54,7.74,4.32,7.28,1,음식,분석,가정식 분석
시럽,당류,10.0,248.5,0.8,60.61,62.12,0.0,0.0,414,가공식품,수집,표시기준 1회 섭취참고량
시루떡,빵 및 과자류,100.0,217.0,278.0,3.22,47.54,5.47,0.61,3,음식,분석,표시기준 1회 섭취참고량
시리얼,빵 및 과자류,,445.0,11.0,37.5,,12.0,,2,음식,수집,
시리얼바/에너지바/영양바,즉석식품류,,446.0,37.0,22.86,57.14,8.57,17.14,11,가공식품,수집,
식물성유지,식용유지류,5.0,900.0,0.0,0.0,0.0,0.0,100.0,589,가공식품,수집,표시기준 1회 섭취참고량
식물성크림,식용유지류,5.0,538.0,80.0,11.0,68.0,2.3,28.5,223,가공식품,수집,표시기준 1회 섭취참고량
식빵,빵 및 과자류,70.0,311.0,325.0,5.9,47.9,9.1,9.2,105,음식,수집,표시기준 1회 섭취참고량
식빵튀김,튀김류,63.8,262.0,342.0,6.8,37.0,6.0,9.92,3,음식,산출,외식 레시피
식용곤충,동물성가공식품류,,85.0,490.0,0.0,2.0,9.0,4.5,7,가공식품,수집,
식용돈지,식용유지류,,900.0,0.0,0.0,0.7,0.0,100.0,10,가공식품,수집,
식육간편조리,식육가공품 및 포장육,,68.0,295.0,0.7,4.05,5.68,3.18,1265,가공식품,수집,
식초,조미식품,5.0,80.0,5.0,13.0,19.0,0.0,0.0,909,가공식품,수집,표시기준 1회 섭취참고량
식혜,음료 및 차류,,47.0,2.0,11.43,11.69,0.12,0.04,8,음식,수집,
신선초(명일엽),채소류,,24.0,31.0,1.95,5.66,1.08,0.14,1,원재료성식품,분석,
싸리버섯,버섯류,,20.0,,,5.7,2.8,0.6,2,원재료성식품,수집,
쌀겨기름(미강유),유지류,,921.0,0.0,0.0,0.05,0.0,99.95,1,원재료성식품,분석,
쌀국수,면 및 만두류,560.0,53.0,275.0,0.72,9.18,2.6,0.7,5,음식,분석,산업체 급식
쌀밥,밥류,210.0,166.0,0.0,0.02,37.33,3.36,0.32,3,음식,분석,표시기준 1회 섭취참고량
쌀죽(흰죽),죽 및 스프류,250.0,53.0,0.0,0.0,11.45,0.99,0.15,7,음식,분석,표시기준 1회 섭취참고량
쌈무,채소류,,15.0,400.0,1.46,3.1,0.54,0.03,1,원재료성식품,분석,
쌈장,"장류, 양념류",22.1,142.0,2335.0,8.46,20.13,6.5,4.55,2,음식,산출,외식 레시피
쌈추,채소류,,25.0,29.0,0.0,4.29,3.07,0.23,2,원재료성식품,분석,
쌍동가리,어패류 및 기타 수산물,,101.0,,0.0,0.0,20.8,1.4,1,원재료성식품,분석,
쌍뿔달재,어패류 및 기타 수산물,,75.0,,0.1,0.1,16.9,0.4,1,원재료성식품,분석,
쌍화차,음료 및 차류,,51.0,2.0,9.63,12.91,0.03,0.01,14,음식,수집,
쏘가리,어패류 및 기타 수산물,,106.0,56.0,,0.0,20.21,2.2,10,원재료성식품,분석,
쏙류,어패류 및 기타 수산물,,85.0,,,3.7,14.9,0.8,1,원재료성식품,분석,
쏨뱅이류,어패류 및 기타 수산물,,90.0,,0.13,0.13,19.87,0.6,7,원재료성식품,분석,
쑤기미,어패류 및 기타 수산물,,84.0,,0.53,0.53,18.47,0.4,1,원재료성식품,분석,
쑥,채소류,,37.0,3.0,0.0,7.04,3.4,0.38,5,원재료성식품,분석,
쑥 된장국,국 및 탕류,280.0,14.0,163.0,0.29,1.64,1.0,0.47,3,음식,산출,외식 레시피
쑥갓,채소류,,15.0,145.0,0.0,2.35,1.93,0.17,2,원재료성식품,분석,
쑥갓나물,나물·숙채류,50.0,25.0,221.0,0.1,2.11,2.1,1.16,12,음식,산출,산업체 급식
쑥갓나물무침,생채·무침류,,64.0,473.0,0.2,4.4,3.0,3.8,1,음식,분석,
쑥갓무침,생채·무침류,,40.0,237.0,0.24,4.01,2.5,1.96,1,음식,산출,
쑥갓오이무침,생채·무침류,126.4,37.0,157.0,0.39,5.58,1.9,1.06,2,음식,산출,산업체 급식
쑥떡,빵 및 과자류,100.0,249.0,254.0,10.72,57.89,3.36,0.4,1,음식,분석,표시기준 1회 섭취참고량
쑥부쟁이,채소류,,26.0,1.0,0.08,3.53,2.92,0.72,1,원재료성식품,분석,
쑥전(부침개),구이류,96.5,127.0,538.0,0.02,13.44,4.8,6.29,1,음식,산출,외식 레시피
쑥차,차류,,338.0,153.0,,56.4,26.3,0.8,1,원재료성식품,분석,
쑥튀김,튀김류,60.3,234.0,552.0,0.09,19.95,6.6,13.71,2,음식,산출,산업체 급식
씀바귀,채소류,,43.0,36.0,,9.2,2.9,0.4,3,원재료성식품,분석,
씀바귀나물,나물·숙채류,60.0,38.0,296.0,1.87,6.54,1.5,1.11,1,음식,산출,외식 레시피
씀바귀나물무침,나물·숙채류,90.0,97.0,204.0,1.28,16.57,3.87,1.73,1,음식,분석,가정식 분석
아구탕,국 및 탕류,250.0,41.0,311.0,0.3,2.13,6.3,0.82,1,음식,분석,표시기준 1회 섭취참고량
아귀 매운탕,찌개 및 전골류,333.1,37.0,180.0,1.03,3.57,4.6,0.68,3,음식,산출,산업체 급식
아귀류,어패류 및 기타 수산물,,71.0,,0.1,0.1,16.29,0.2,18,원재료성식품,분석,
아귀지리,찌개 및 전골류,540.0,21.0,87.0,0.2,0.89,3.97,0.13,1,음식,산출,외식 레시피
아귀찜,찜류,200.0,77.0,261.0,1.67,6.37,6.68,2.79,6,음식,분석,가정식 분석
아떼모야,과일류,,73.0,2.0,,19.0,1.2,0.1,1,원재료성식품,분석,
아로니아,과일류,,68.0,0.0,4.44,17.45,1.08,0.23,2,원재료성식품,분석,
